_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm),SampleDate
11093,2752585,2021-08-31,M2N,0.0000581,2021-08-31
11094,2752577,2021-08-31,M9A,0.0000633,2021-08-31
11095,2752586,2021-09-01,M4C,0.000102,2021-09-01
11096,2752587,2021-09-01,M4K,0.0000946,2021-09-01
11097,2752588,2021-09-01,M6P,0.000636,2021-09-01
11098,2752589,2021-09-01,M6H,0.0000988,2021-09-01
11099,2756373,2021-09-02,M1L,<0.00005,2021-09-02
11100,2757786,2021-09-02,M6M,<0.00005,2021-09-02
11101,2756374,2021-09-02,M4E,0.00176,2021-09-02
11102,2756376,2021-09-02,M3A,0.0000655,2021-09-02
11103,2756377,2021-09-02,M4B,0.000113,2021-09-02
11104,2756375,2021-09-02,M5A,0.000244,2021-09-02
11105,2756378,2021-09-03,M6S,0.00287,2021-09-03
11106,2756379,2021-09-03,M6H,<0.00005,2021-09-03
11107,2756380,2021-09-03,M4E,<0.00005,2021-09-03
11108,2756381,2021-09-03,M2N,0.000213,2021-09-03
11109,2787914,2021-09-05,M1N,0.000485,2021-09-05
11110,2756382,2021-09-06,M6N,0.00160,2021-09-06
11111,2756383,2021-09-06,M4V,0.000134,2021-09-06
11112,2761963,2021-09-06,M5P,<0.00005,2021-09-06
11113,2756384,2021-09-06,M4G,0.00160,2021-09-06
11114,2756386,2021-09-07,M1L,0.000285,2021-09-07
11115,2756387,2021-09-07,M4K,<0.00005,2021-09-07
11116,2756388,2021-09-07,M4N,0.00117,2021-09-07
11117,2756389,2021-09-08,M8V,<0.00005,2021-09-08
11118,2756390,2021-09-08,M2J,<0.00005,2021-09-08
11119,2756391,2021-09-08,M6M,0.000137,2021-09-08
11120,2756401,2021-09-09,M6G,0.000135,2021-09-09
11121,2756402,2021-09-09,M6N,0.00189,2021-09-09
11122,2757795,2021-09-10,M4C,0.0000836,2021-09-10
11123,2757785,2021-09-10,M4L,0.000834,2021-09-10
11124,2757794,2021-09-12,M4W,0.0291,2021-09-12
11125,2757793,2021-09-13,M4J,0.00349,2021-09-13
11126,2757804,2021-09-13,M6M,<0.00005,2021-09-13
11127,2757791,2021-09-13,M4L,<0.00005,2021-09-13
11128,2757790,2021-09-13,M6E,0.00388,2021-09-13
11129,2757784,2021-09-13,M4K,0.000599,2021-09-13
11130,2757789,2021-09-13,M2N,<0.00005,2021-09-13
11131,2757788,2021-09-13,M4M,0.000484,2021-09-13
11132,2757787,2021-09-14,M4C,<0.00005,2021-09-14
11133,2761899,2021-09-14,M4K,0.0000670,2021-09-14
11134,2761898,2021-09-14,M4M,<0.00005,2021-09-14
11135,2761902,2021-09-15,M6N,0.00166,2021-09-15
11136,2761972,2021-09-15,M6R,0.00184,2021-09-15
11137,2761965,2021-09-15,M6E,0.000446,2021-09-15
11138,2761927,2021-09-16,M3C,<0.00005,2021-09-16
11139,2761922,2021-09-16,M6S,0.000529,2021-09-16
11140,2761977,2021-09-16,M5P,<0.00005,2021-09-16
11141,2761903,2021-09-16,M4E,<0.00005,2021-09-16
11142,2761923,2021-09-16,M6G,<0.00005,2021-09-16
11143,2761946,2021-09-16,M6N,0.000196,2021-09-16
11144,2761975,2021-09-16,M5P,<0.00005,2021-09-16
11145,2761925,2021-09-17,M6S,0.000291,2021-09-17
11146,2761964,2021-09-17,M2K,<0.00005,2021-09-17
11147,2761960,2021-09-17,M5B,<0.00005,2021-09-17
11148,2761945,2021-09-17,M6C,0.00448,2021-09-17
11149,2761934,2021-09-19,M6J,0.00246,2021-09-19
11150,2761900,2021-09-20,M1E,<0.00005,2021-09-20
11151,2776191,2021-09-21,M6E,<0.00005,2021-09-21
11152,2761937,2021-09-21,M6H,0.000696,2021-09-21
11153,2761924,2021-09-21,M6S,0.00859,2021-09-21
11154,2761961,2021-09-22,M4L,0.000906,2021-09-22
11155,2764455,2021-09-22,M6C,<0.00005,2021-09-22
11156,2761974,2021-09-22,M6H,0.000109,2021-09-22
11157,2764426,2021-09-22,M1T,0.0000697,2021-09-22
11158,2764392,2021-09-22,M1T,0.0000617,2021-09-22
11159,2764490,2021-09-23,M4E,0.00148,2021-09-23
11160,2764405,2021-09-23,M5T,0.000390,2021-09-23
11161,2764408,2021-09-23,M1S,0.0177,2021-09-23
11162,2764495,2021-09-23,M3H,<0.00005,2021-09-23
11163,2764436,2021-09-23,M6J,<0.00005,2021-09-23
11164,2764424,2021-09-23,M5M,0.00240,2021-09-23
11165,2764395,2021-09-23,M5N,0.00229,2021-09-23
11166,2764419,2021-09-24,M6H,0.000220,2021-09-24
11167,2764396,2021-09-24,M4P,<0.00005,2021-09-24
11168,2764486,2021-09-24,M6C,<0.00005,2021-09-24
11169,2764482,2021-09-25,M4C,0.0000560,2021-09-25
11170,2764493,2021-09-26,M4K,0.000102,2021-09-26
11171,2764379,2021-09-27,M1L,0.00221,2021-09-27
11172,2764391,2021-09-27,M4R,0.000141,2021-09-27
11173,2764456,2021-09-27,M4E,0.000709,2021-09-27
11174,2764463,2021-09-27,M9R,0.000172,2021-09-27
11175,2764474,2021-09-27,M6J,0.000988,2021-09-27
11176,2764427,2021-09-27,M4J,0.0000591,2021-09-27
11177,2764454,2021-09-28,M4N,0.000151,2021-09-28
11178,2764409,2021-09-28,M4G,0.0000922,2021-09-28
11179,2764393,2021-09-28,M8W,<0.00005,2021-09-28
11180,2764380,2021-09-28,M4W,0.000161,2021-09-28
11181,2764394,2021-09-28,M5M,0.00116,2021-09-28
11182,2767480,2021-09-28,M4T,<0.00005,2021-09-28
11183,2767520,2021-09-28,M6J,0.0141,2021-09-28
11184,2767501,2021-09-28,M6N,0.000433,2021-09-28
11185,2767532,2021-09-29,M6E,0.000417,2021-09-29
11186,2767513,2021-09-29,M1N,0.0000819,2021-09-29
11187,2767482,2021-09-29,M6P,0.00347,2021-09-29
11188,2767503,2021-09-30,M1K,0.0000658,2021-09-30
11189,2767479,2021-09-30,M6G,0.00184,2021-09-30
11190,2767530,2021-10-01,M6S,0.000123,2021-10-01
11191,2767502,2021-10-01,M6H,0.000792,2021-10-01
11192,2767631,2021-10-01,M6M,<0.00005,2021-10-01
11193,2767529,2021-10-01,M6G,0.000633,2021-10-01
11194,2767478,2021-10-01,M4B,<0.00005,2021-10-01
11195,2767531,2021-10-04,M5P,<0.00005,2021-10-04
11196,2767521,2021-10-04,M4K,0.00202,2021-10-04
11197,2767511,2021-10-04,M5M,0.000519,2021-10-04
11198,2767476,2021-10-04,M4L,0.0000871,2021-10-04
11199,2767481,2021-10-05,M6S,0.0000537,2021-10-05
11200,2770045,2021-10-06,M8Z,0.0000867,2021-10-06
11201,2769378,2021-10-06,M4L,0.00113,2021-10-06
11202,2769879,2021-10-06,M5M,<0.00005,2021-10-06
11203,2769813,2021-10-07,M6C,<0.00005,2021-10-07
11204,2769880,2021-10-08,M3M,<0.00005,2021-10-08
11205,2769865,2021-10-08,M6E,<0.00005,2021-10-08
11206,2769814,2021-10-08,M4G,<0.00005,2021-10-08
11207,2769868,2021-10-08,M4K,0.000921,2021-10-08
11208,2769825,2021-10-08,M4J,0.00264,2021-10-08
11209,2769871,2021-10-09,M6P,0.00436,2021-10-09
11210,2769878,2021-10-12,M6E,0.000141,2021-10-12
11211,2773007,2021-10-12,M6S,0.00104,2021-10-12
11212,2769804,2021-10-13,M1L,<0.00005,2021-10-13
11213,2770169,2021-10-13,M6E,0.000629,2021-10-13
11214,2773005,2021-10-14,M6M,<0.00005,2021-10-14
11215,2772993,2021-10-14,M4J,0.00170,2021-10-14
11216,2773018,2021-10-15,M4W,<0.00005,2021-10-15
11217,2773008,2021-10-15,M6R,0.000530,2021-10-15
11218,2772973,2021-10-15,M1N,0.00259,2021-10-15
11219,2773003,2021-10-16,M6M,<0.00005,2021-10-16
11220,2773001,2021-10-16,M4L,0.000100,2021-10-16
11221,2773019,2021-10-17,M4L,0.0000800,2021-10-17
11222,2773017,2021-10-18,M6G,<0.00005,2021-10-18
11223,2773009,2021-10-18,M6H,0.00182,2021-10-18
11224,2773006,2021-10-18,M5R,0.00525,2021-10-18
11225,2776183,2021-10-19,M5T,0.00005,2021-10-19
11226,2773160,2021-10-19,M4E,<0.00005,2021-10-19
11227,2773149,2021-10-19,M4P,0.000780,2021-10-19
11228,2776218,2021-10-19,M6P,0.000300,2021-10-19
11229,2773002,2021-10-20,M9B,0.0000900,2021-10-20
11230,2773004,2021-10-20,M6H,0.000270,2021-10-20
11231,2776179,2021-10-20,M1R,<0.00005,2021-10-20
11232,2776222,2021-10-21,M6S,0.0000600,2021-10-21
11233,2776188,2021-10-21,M5P,<0.00005,2021-10-21
11234,2776207,2021-10-21,M4B,<0.00005,2021-10-21
11235,2776223,2021-10-22,M1K,0.000100,2021-10-22
11236,2776210,2021-10-22,M6K,0.000560,2021-10-22
11237,2776226,2021-10-24,M5A,0.00160,2021-10-24
11238,2776227,2021-10-25,M2M,0.0000800,2021-10-25
11239,2776219,2021-10-25,M6G,0.000290,2021-10-25
11240,2776224,2021-10-25,M1S,0.00005,2021-10-25
11241,2776220,2021-10-27,M4C,<0.00005,2021-10-27
11242,2780930,2021-10-27,M8X,0.00140,2021-10-27
11243,2780929,2021-10-28,M6P,0.0000601,2021-10-28
11244,2780933,2021-10-28,M2J,0.000768,2021-10-28
11245,2780928,2021-10-28,M5A,0.0000838,2021-10-28
11246,2780934,2021-10-28,M4N,0.00177,2021-10-28
11247,2780935,2021-10-29,M5P,0.000103,2021-10-29
11248,2780940,2021-10-29,M6G,0.000707,2021-10-29
11249,2780927,2021-10-29,M6J,0.000871,2021-10-29
11250,2780941,2021-10-31,M4M,0.00164,2021-10-31
11251,2780931,2021-11-01,M3H,<0.00005,2021-11-01
11252,2780932,2021-11-01,M6C,0.00318,2021-11-01
11253,2783845,2021-11-03,M8Z,0.000255,2021-11-03
11254,2783846,2021-11-03,M6R,0.000232,2021-11-03
11255,2794791,2021-11-03,M4L,0.0000600,2021-11-03
11256,2783847,2021-11-03,M4V,0.000163,2021-11-03
11257,2783859,2021-11-04,M6E,0.00135,2021-11-04
11258,2783862,2021-11-04,M6H,0.00201,2021-11-04
11259,2783848,2021-11-04,M4S,<0.00005,2021-11-04
11260,2783863,2021-11-04,M5T,0.0000656,2021-11-04
11261,2783861,2021-11-04,M6P,0.00210,2021-11-04
11262,2783865,2021-11-08,M4L,0.000530,2021-11-08
11263,2783866,2021-11-09,M6S,0.000545,2021-11-09
11264,2787946,2021-11-09,M6H,0.000261,2021-11-09
11265,2783867,2021-11-10,M6H,<0.00005,2021-11-10
11266,2787947,2021-11-10,M5P,<0.00005,2021-11-10
11267,2783868,2021-11-10,M6H,0.0000708,2021-11-10
11268,2783869,2021-11-10,M6B,<0.00005,2021-11-10
11269,2787902,2021-11-10,M4S,0.00259,2021-11-10
11270,2787948,2021-11-10,M4L,<0.00005,2021-11-10
11271,2788082,2021-11-11,M4K,0.0000934,2021-11-11
11272,2788800,2021-11-11,M1R,<0.00005,2021-11-11
11273,2787897,2021-11-12,M9P,0.0000503,2021-11-12
11274,2788081,2021-11-12,M1E,<0.00005,2021-11-12
11275,2787973,2021-11-12,M6M,0.000260,2021-11-12
11276,2787943,2021-11-13,M2K,<0.00005,2021-11-13
11277,2788053,2021-11-14,M4L,0.00263,2021-11-14
11278,2787896,2021-11-14,M4W,<0.00005,2021-11-14
11279,2787911,2021-11-14,M5R,0.0110,2021-11-14
11280,2788086,2021-11-15,M6J,0.00267,2021-11-15
11281,2788802,2021-11-16,M6G,0.000347,2021-11-16
11282,2788085,2021-11-16,M4J,<0.00005,2021-11-16
11283,2787922,2021-11-16,M4C,0.0382,2021-11-16
11284,2788803,2021-11-18,M6M,0.00385,2021-11-18
11285,2788804,2021-11-18,M4C,0.0000525,2021-11-18
11286,2788815,2021-11-19,M4K,<0.00005,2021-11-19
11287,2788819,2021-11-19,M4L,<0.00005,2021-11-19
11288,2788818,2021-11-19,M4L,0.000659,2021-11-19
11289,2788821,2021-11-21,M4X,0.0000655,2021-11-21
11290,2787919,2021-11-22,M4L,0.000350,2021-11-22
11291,2788823,2021-11-22,M4E,0.000605,2021-11-22
11292,2788825,2021-11-23,M4C,0.00153,2021-11-23
11293,2788826,2021-11-23,M4C,0.000659,2021-11-23
11294,2788829,2021-11-23,M4C,0.000478,2021-11-23
11295,2788865,2021-11-23,M4C,0.00177,2021-11-23
11296,2788866,2021-11-23,M6J,0.00105,2021-11-23
11297,2788867,2021-11-23,M3H,0.0000511,2021-11-23
11298,2794771,2021-11-25,M5P,0.00254,2021-11-25
11299,2794810,2021-11-25,M8W,0.00005,2021-11-25
11300,2794773,2021-11-26,M5R,0.000790,2021-11-26
11301,2794774,2021-11-26,M5M,0.00633,2021-11-26
11302,2794803,2021-11-26,M6M,0.00477,2021-11-26
11303,2794785,2021-11-26,M5S,0.000190,2021-11-26
11304,2794793,2021-11-26,M4J,<0.00005,2021-11-26
11305,2794806,2021-11-26,M4X,<0.00005,2021-11-26
11306,2794765,2021-11-29,M1N,0.0000900,2021-11-29
11307,2800055,2021-11-30,M4E,0.000166,2021-11-30
11308,2794776,2021-11-30,M8V,0.0000600,2021-11-30
11309,2794782,2021-11-30,M6J,0.0482,2021-11-30
11310,2794789,2021-12-02,M4L,0.00110,2021-12-02
11311,2796474,2021-12-02,M4J,0.000951,2021-12-02
11312,2794786,2021-12-03,M1K,0.0000700,2021-12-03
11313,2794808,2021-12-03,M6N,0.000650,2021-12-03
11314,2794795,2021-12-03,M5M,0.0000600,2021-12-03
11315,2794794,2021-12-03,M1E,0.000200,2021-12-03
11316,2796477,2021-12-06,M8Z,0.0000633,2021-12-06
11317,2796480,2021-12-06,M4S,<0.00005,2021-12-06
11318,2796484,2021-12-07,M4J,0.000439,2021-12-07
11319,2796485,2021-12-07,M1N,0.00112,2021-12-07
11320,2796486,2021-12-07,M4L,0.000140,2021-12-07
11321,2800277,2021-12-08,M4J,0.000931,2021-12-08
11322,2796488,2021-12-08,M5R,0.00135,2021-12-08
11323,2796487,2021-12-08,M6H,0.000230,2021-12-08
11324,2800284,2021-12-09,M6R,<0.00005,2021-12-09
11325,2800285,2021-12-09,M4J,<0.00005,2021-12-09
11326,2800286,2021-12-09,M4J,0.0000963,2021-12-09
11327,2796717,2021-12-09,M1C,0.000235,2021-12-09
11328,2800287,2021-12-11,M4J,<0.00005,2021-12-11
11329,2800291,2021-12-12,M6P,0.0000900,2021-12-12
11330,2800292,2021-12-13,M4W,0.00005,2021-12-13
11331,2800293,2021-12-13,M4E,0.00195,2021-12-13
11332,2800294,2021-12-13,M5A,0.00128,2021-12-13
11333,2800295,2021-12-13,M4J,0.000140,2021-12-13
11334,2800296,2021-12-13,M6H,0.000970,2021-12-13
11335,2800297,2021-12-14,M6S,0.0000800,2021-12-14
11336,2800298,2021-12-14,M6G,0.000680,2021-12-14
11337,2800299,2021-12-15,M4M,0.000670,2021-12-15
11338,2801780,2021-12-15,M6R,0.000272,2021-12-15
11339,2800300,2021-12-15,M6K,<0.00005,2021-12-15
11340,2801781,2021-12-17,M6N,0.00496,2021-12-17
11341,2801782,2021-12-17,M4M,0.0000673,2021-12-17
11342,2801783,2021-12-19,M6H,0.000244,2021-12-19
11343,2801784,2021-12-20,M1K,<0.00005,2021-12-20
11344,2801785,2021-12-20,M5N,0.00329,2021-12-20
11345,2801787,2021-12-20,M5N,0.000366,2021-12-20
11346,2801786,2021-12-20,M6N,<0.00005,2021-12-20
11347,2801788,2021-12-20,M2J,<0.00005,2021-12-20
11348,2801789,2021-12-21,M6H,0.00333,2021-12-21
11349,2801790,2021-12-21,M4M,0.000221,2021-12-21
11350,2801791,2021-12-21,M9B,<0.00005,2021-12-21
11351,2801792,2021-12-21,M4J,0.000102,2021-12-21
11352,2804831,2021-12-22,M6E,0.00121,2021-12-22
11353,2804849,2021-12-22,M1B,0.0000511,2021-12-22
11354,2801793,2021-12-22,M4M,0.000222,2021-12-22
11355,2804819,2021-12-22,M6H,0.00201,2021-12-22
11356,2804818,2021-12-22,M6P,0.00170,2021-12-22
11357,2801794,2021-12-22,M6M,0.00310,2021-12-22
11358,2804806,2021-12-24,M6P,0.000640,2021-12-24
11359,2804820,2021-12-28,M4L,0.00181,2021-12-28
11360,2805681,2021-12-28,M6E,0.00297,2021-12-28
11361,2805694,2021-12-30,M4X,0.000502,2021-12-30
11362,2805685,2021-12-30,M6S,0.0000627,2021-12-30
11363,2805711,2021-12-31,M6P,0.000159,2021-12-31
11364,2805712,2021-12-31,M4J,<0.00005,2021-12-31
11365,2816043,2022-01-05,M1G,<0.00005,2022-01-05
11366,2816044,2022-01-07,M6R,<0.00005,2022-01-07
11367,2816047,2022-01-07,M6C,0.000650,2022-01-07
11368,2816029,2022-01-07,M1L,0.000110,2022-01-07
11369,2816031,2022-01-09,M5V,<0.00005,2022-01-09
11370,2816050,2022-01-09,M5M,0.000130,2022-01-09
11371,2816054,2022-01-10,M5M,0.000250,2022-01-10
11372,2816056,2022-01-11,M4E,<0.00005,2022-01-11
11373,2816057,2022-01-11,M6E,0.00144,2022-01-11
11374,2816085,2022-01-11,M4C,0.00005,2022-01-11
11375,2816055,2022-01-11,M6N,0.00151,2022-01-11
11376,2816077,2022-01-11,M6S,<0.00005,2022-01-11
11377,2816161,2022-01-12,M4J,0.00402,2022-01-12
11378,2816162,2022-01-12,M4P,<0.00005,2022-01-12
11379,2816173,2022-01-13,M6C,<0.00005,2022-01-13
11380,2816164,2022-01-13,M4M,0.0000700,2022-01-13
11381,2816170,2022-01-13,M4L,<0.00005,2022-01-13
11382,2816163,2022-01-13,M4P,0.000120,2022-01-13
11383,2816168,2022-01-13,M6G,<0.00005,2022-01-13
11384,2816166,2022-01-13,M3K,<0.00005,2022-01-13
11385,2816167,2022-01-13,M4K,<0.00005,2022-01-13
11386,2816165,2022-01-13,M6S,0.000150,2022-01-13
11387,2816169,2022-01-13,M6N,0.000520,2022-01-13
11388,2816177,2022-01-16,M4J,0.00242,2022-01-16
11389,2816183,2022-01-18,M6J,0.000200,2022-01-18
11390,2816186,2022-01-19,M8X,<0.00005,2022-01-19
11391,2816185,2022-01-19,M2H,<0.00005,2022-01-19
11392,2816184,2022-01-19,M4C,0.0000800,2022-01-19
11393,2816187,2022-01-21,M4K,0.00148,2022-01-21
11394,2816188,2022-01-24,M4C,0.00005,2022-01-24
11395,2816191,2022-01-25,M4R,0.000700,2022-01-25
11396,2816189,2022-01-25,M3B,0.0000600,2022-01-25
11397,2816190,2022-01-25,M6G,<0.00005,2022-01-25
11398,2816192,2022-01-25,M4L,<0.00005,2022-01-25
11399,2816208,2022-01-26,M6R,0.00152,2022-01-26
11400,2816196,2022-01-27,M6P,0.0000600,2022-01-27
11401,2816193,2022-01-27,M1S,<0.00005,2022-01-27
11402,2816198,2022-01-28,M8X,<0.00005,2022-01-28
11403,2816197,2022-01-28,M4J,<0.00005,2022-01-28
11404,2816199,2022-01-28,M4S,0.000961,2022-01-28
11405,2816200,2022-01-30,M4J,0.000303,2022-01-30
11406,2816201,2022-01-31,M6S,<0.00005,2022-01-31
11407,2816202,2022-01-31,M4C,0.000190,2022-01-31
11408,2816205,2022-02-01,M4W,0.00167,2022-02-01
11409,2816206,2022-02-01,M8V,0.000245,2022-02-01
11410,2816204,2022-02-01,M4J,0.000194,2022-02-01
11411,2816203,2022-02-01,M6N,0.000561,2022-02-01
11412,2816207,2022-02-01,M8Y,<0.00005,2022-02-01
11413,2821308,2022-02-01,M1C,0.0000605,2022-02-01
11414,2821309,2022-02-02,M6H,0.000603,2022-02-02
11415,2821321,2022-02-03,M6H,0.000192,2022-02-03
11416,2821318,2022-02-03,M4J,0.000139,2022-02-03
11417,2821325,2022-02-04,M4L,<0.00005,2022-02-04
11418,2821324,2022-02-04,M5P,0.0000609,2022-02-04
11419,2821323,2022-02-04,M6J,0.000708,2022-02-04
11420,2821322,2022-02-04,M1N,0.0000691,2022-02-04
11421,2821330,2022-02-06,M4V,0.00107,2022-02-06
11422,2821327,2022-02-06,M4E,<0.00005,2022-02-06
11423,2821328,2022-02-06,M9W,0.000105,2022-02-06
11424,2821329,2022-02-06,M4M,0.000544,2022-02-06
11425,2821326,2022-02-06,M6C,0.0000650,2022-02-06
11426,2821331,2022-02-08,M8V,0.000554,2022-02-08
11427,2821335,2022-02-08,M6S,0.000406,2022-02-08
11428,2821387,2022-02-08,M6E,<0.00005,2022-02-08
11429,2821333,2022-02-08,M6G,<0.00005,2022-02-08
11430,2821455,2022-02-08,M5P,0.000215,2022-02-08
11431,2821680,2022-02-08,M4W,<0.00005,2022-02-08
11432,2821334,2022-02-08,M4J,<0.00005,2022-02-08
11433,2821332,2022-02-08,M6J,0.000666,2022-02-08
11434,2821683,2022-02-09,M5R,<0.00005,2022-02-09
11435,2821687,2022-02-10,M6L,<0.00005,2022-02-10
11436,2821700,2022-02-11,M2J,0.000206,2022-02-11
11437,2821702,2022-02-11,M4C,0.000288,2022-02-11
11438,2821695,2022-02-11,M5N,0.000136,2022-02-11
11439,2821336,2022-02-11,M4R,<0.00005,2022-02-11
11440,2821691,2022-02-11,M4L,0.00137,2022-02-11
11441,2821689,2022-02-11,M6H,0.000261,2022-02-11
11442,2821704,2022-02-14,M4J,0.0000556,2022-02-14
11443,2821708,2022-02-15,M6R,<0.00005,2022-02-15
11444,2825551,2022-02-17,M6G,<0.00005,2022-02-17
11445,2825552,2022-02-22,M6P,<0.00005,2022-02-22
11446,2825550,2022-02-22,M6H,0.000826,2022-02-22
11447,2825549,2022-02-22,M4J,0.000103,2022-02-22
11448,2825553,2022-02-23,M4M,0.0000760,2022-02-23
11449,2831673,2022-02-24,M6H,0.000510,2022-02-24
11450,2830390,2022-02-28,M4L,0.000715,2022-02-28
11451,2829951,2022-02-28,M6M,0.0429,2022-02-28
11452,2830389,2022-02-28,M6E,0.00117,2022-02-28
11453,2830391,2022-03-01,M8V,0.0000609,2022-03-01
11454,2830392,2022-03-01,M5M,0.000155,2022-03-01
11455,2848839,2022-03-02,M6E,0.000512,2022-03-02
11456,2830393,2022-03-02,M4C,<0.00005,2022-03-02
11457,2830394,2022-03-04,M6G,0.0000524,2022-03-04
11458,2830396,2022-03-04,M4T,0.000788,2022-03-04
11459,2830395,2022-03-04,M5R,0.000117,2022-03-04
11460,2831183,2022-03-04,M4J,0.0000889,2022-03-04
11461,2831168,2022-03-07,M6J,0.000224,2022-03-07
11462,2831167,2022-03-07,M4J,0.000155,2022-03-07
11463,2831169,2022-03-08,M4P,0.000843,2022-03-08
11464,2831171,2022-03-08,M1J,0.00103,2022-03-08
11465,2831170,2022-03-08,M4M,<0.00005,2022-03-08
11466,2831640,2022-03-09,M8W,0.00283,2022-03-09
11467,2831172,2022-03-09,M4T,0.00005,2022-03-09
11468,2831173,2022-03-09,M6G,<0.00005,2022-03-09
11469,2831443,2022-03-09,M1N,0.000539,2022-03-09
11470,2831639,2022-03-09,M6A,0.00102,2022-03-09
11471,2831638,2022-03-09,M5R,0.000101,2022-03-09
11472,2834940,2022-03-10,M4R,0.00174,2022-03-10
11473,2831641,2022-03-10,M4N,0.00122,2022-03-10
11474,2831646,2022-03-11,M6S,<0.00005,2022-03-11
11475,2831642,2022-03-11,M6S,0.00237,2022-03-11
11476,2831644,2022-03-11,M4E,<0.00005,2022-03-11
11477,2834946,2022-03-11,M8W,0.000170,2022-03-11
11478,2834949,2022-03-13,M1L,0.0000700,2022-03-13
11479,2834953,2022-03-14,M4E,0.0000700,2022-03-14
11480,2834950,2022-03-14,M6J,<0.00005,2022-03-14
11481,2834951,2022-03-14,M4M,0.000590,2022-03-14
11482,2834952,2022-03-14,M6G,0.0000600,2022-03-14
11483,2834955,2022-03-15,M5M,0.000150,2022-03-15
11484,2834954,2022-03-15,M6M,0.302,2022-03-15
11485,2837774,2022-03-15,M8X,0.0000535,2022-03-15
11486,2834956,2022-03-16,M6G,0.0000600,2022-03-16
11487,2837830,2022-03-16,M6K,0.000178,2022-03-16
11488,2837822,2022-03-16,M6K,0.0000663,2022-03-16
11489,2837831,2022-03-16,M6K,0.00205,2022-03-16
11490,2837832,2022-03-16,M6K,0.238,2022-03-16
11491,2837833,2022-03-16,M6K,0.000243,2022-03-16
11492,2837829,2022-03-16,M6K,0.000992,2022-03-16
11493,2837828,2022-03-16,M6K,0.000534,2022-03-16
11494,2834957,2022-03-17,M3M,0.000110,2022-03-17
11495,2837835,2022-03-17,M4K,0.000226,2022-03-17
11496,2837834,2022-03-17,M3A,0.0000583,2022-03-17
11497,2837837,2022-03-18,M6H,0.000414,2022-03-18
11498,2837836,2022-03-18,M2L,0.000117,2022-03-18
11499,2837840,2022-03-18,M6K,0.000779,2022-03-18
11500,2837841,2022-03-18,M6P,0.0000687,2022-03-18
11501,2840571,2022-03-19,M4P,0.000430,2022-03-19
11502,2837842,2022-03-20,M6E,0.00194,2022-03-20
11503,2837843,2022-03-21,M1N,<0.00005,2022-03-21
11504,2837844,2022-03-21,M4M,0.00106,2022-03-21
11505,2837847,2022-03-22,M5M,<0.00005,2022-03-22
11506,2837846,2022-03-22,M6B,<0.00005,2022-03-22
11507,2837845,2022-03-22,M4T,0.000704,2022-03-22
11508,2840572,2022-03-23,M9N,0.0560,2022-03-23
11509,2840573,2022-03-24,M4J,0.000120,2022-03-24
11510,2840575,2022-03-25,M1J,0.0000700,2022-03-25
11511,2840574,2022-03-25,M2R,0.000490,2022-03-25
11512,2840576,2022-03-27,M4S,0.00005,2022-03-27
11513,2840589,2022-03-28,M4G,<0.00005,2022-03-28
11514,2840577,2022-03-28,M6A,<0.00005,2022-03-28
11515,2840594,2022-03-30,M6H,0.00005,2022-03-30
11516,2843342,2022-03-31,M2M,<0.00005,2022-03-31
11517,2843364,2022-03-31,M2K,<0.00005,2022-03-31
11518,2843366,2022-03-31,M4J,<0.00005,2022-03-31
11519,2843367,2022-03-31,M6N,0.000186,2022-03-31
11520,2843370,2022-03-31,M4P,0.000318,2022-03-31
11521,2843374,2022-04-01,M1L,0.0000547,2022-04-01
11522,2843372,2022-04-01,M8Z,0.0000566,2022-04-01
11523,2843376,2022-04-01,M6E,<0.00005,2022-04-01
11524,2843378,2022-04-01,M4M,0.00210,2022-04-01
11525,2843380,2022-04-01,M5N,0.000614,2022-04-01
11526,2843394,2022-04-01,M6H,0.00118,2022-04-01
11527,2843400,2022-04-04,M6H,<0.00005,2022-04-04
11528,2843402,2022-04-04,M4M,0.00320,2022-04-04
11529,2843403,2022-04-04,M2K,<0.00005,2022-04-04
11530,2843404,2022-04-04,M4E,0.000210,2022-04-04
11531,2843405,2022-04-04,M6P,<0.00005,2022-04-04
11532,2843397,2022-04-04,M6M,0.000218,2022-04-04
11533,2843411,2022-04-05,M4T,<0.00005,2022-04-05
11534,2843406,2022-04-05,M1N,<0.00005,2022-04-05
11535,2843409,2022-04-05,M6N,0.000105,2022-04-05
11536,2843407,2022-04-05,M4E,0.000841,2022-04-05
11537,2843414,2022-04-06,M5A,0.00238,2022-04-06
11538,2843412,2022-04-06,M1K,<0.00005,2022-04-06
11539,2843415,2022-04-06,M1L,<0.00005,2022-04-06
11540,2843418,2022-04-06,M6E,0.000398,2022-04-06
11541,2843413,2022-04-06,M4L,0.000714,2022-04-06
11542,2843416,2022-04-06,M8X,<0.00005,2022-04-06
11543,2843417,2022-04-06,M5P,0.00145,2022-04-06
11544,2843420,2022-04-07,M4J,<0.00005,2022-04-07
11545,2846648,2022-04-07,M4M,0.0000639,2022-04-07
11546,2843419,2022-04-07,M5R,0.0000732,2022-04-07
11547,2846662,2022-04-08,M6H,0.000294,2022-04-08
11548,2846649,2022-04-08,M1N,0.00450,2022-04-08
11549,2846650,2022-04-08,M4M,0.00176,2022-04-08
11550,2846665,2022-04-09,M6E,0.00162,2022-04-09
