_id,SampleNumber,SampleDate,PartialPostalCode,LeadAmount_ppm
5540,5752865,2018-04-29 16:01:52.420954,M5J,<0.00005
5541,7239620,2018-04-29 22:52:32.845655,M5K,0.002668384664870416
5542,9539111,2018-04-30 05:43:13.270357,M4W,0.010316165781589849
5543,9898154,2018-04-30 12:33:53.695058,M9L,<0.00005
5544,1574191,2018-04-30 19:24:34.119760,M1G,<0.00005
5545,2492891,2018-05-01 02:15:14.544461,M1C,0.01267919688790798
5546,6809434,2018-05-01 09:05:54.969162,M4S,0.009919946396985626
5547,2186555,2018-05-01 15:56:35.393864,M3C,0.006298421426143079
5548,9822366,2018-05-01 22:47:15.818565,M1J,0.005039297034093425
5549,5162463,2018-05-02 05:37:56.243266,M2K,0.006954163680752562
5550,4986085,2018-05-02 12:28:36.667968,M5K,<0.00005
5551,8963108,2018-05-02 19:19:17.092669,M1W,0.012838552602585852
5552,2179879,2018-05-03 02:09:57.517371,M8W,0.001278201019257302
5553,8717726,2018-05-03 09:00:37.942072,M1S,0.0018158633397855166
5554,1248389,2018-05-03 15:51:18.366773,M1W,<0.00005
5555,1023063,2018-05-03 22:41:58.791475,M5R,0.0022584274460104125
5556,3152460,2018-05-04 05:32:39.216176,M4M,0.005350184764538175
5557,2235277,2018-05-04 12:23:19.640878,M9B,0.010130144935077072
5558,6207353,2018-05-04 19:14:00.065579,M4P,<0.00005
5559,7229133,2018-05-05 02:04:40.490280,M4A,0.007928775017350231
5560,7462602,2018-05-05 08:55:20.914982,M4E,<0.00005
5561,7030962,2018-05-05 15:46:01.339683,M5S,0.00026597439460233213
5562,2812806,2018-05-05 22:36:41.764384,M4R,0.006694109276542366
5563,3826724,2018-05-06 05:27:22.189086,M5P,0.009715931326650887
5564,7154894,2018-05-06 12:18:02.613787,M5R,0.016549153914289242
5565,3939594,2018-05-06 19:08:43.038489,M1L,<0.00005
5566,3009627,2018-05-07 01:59:23.463190,M8V,0.004747744484061914
5567,2739001,2018-05-07 08:50:03.887891,M3B,<0.00005
5568,5037311,2018-05-07 15:40:44.312593,M5G,<0.00005
5569,4912639,2018-05-07 22:31:24.737294,M4V,0.011009514618533483
5570,7540248,2018-05-08 05:22:05.161995,M9M,0.0027147605291322524
5571,9326116,2018-05-08 12:12:45.586697,M1B,0.0020073067258658114
5572,1468462,2018-05-08 19:03:26.011398,M4G,0.011344070302712134
5573,3295857,2018-05-09 01:54:06.436100,M6M,<0.00005
5574,5290151,2018-05-09 08:44:46.860801,M1V,0.011083320709127018
5575,7522930,2018-05-09 15:35:27.285502,M5C,0.010022156063818228
5576,1780157,2018-05-09 22:26:07.710204,M4V,0.0001726820498112588
5577,5037673,2018-05-10 05:16:48.134905,M1R,0.011356872304889794
5578,6086558,2018-05-10 12:07:28.559607,M6A,<0.00005
5579,6137057,2018-05-10 18:58:08.984308,M4A,0.0015569199749372433
5580,1135799,2018-05-11 01:48:49.409009,M5V,<0.00005
5581,8953106,2018-05-11 08:39:29.833711,M1T,<0.00005
5582,5441125,2018-05-11 15:30:10.258412,M9R,0.006417585400741098
5583,3828208,2018-05-11 22:20:50.683113,M1S,0.0018738271014372082
5584,4416367,2018-05-12 05:11:31.107815,M1W,0.0
5585,3595762,2018-05-12 12:02:11.532516,M4X,0.005158707597955636
5586,5315680,2018-05-12 18:52:51.957218,M2H,0.00916333714027103
5587,5763213,2018-05-13 01:43:32.381919,M2K,0.007684672410059497
5588,6649126,2018-05-13 08:34:12.806620,M5M,0.0
5589,1349681,2018-05-13 15:24:53.231322,M3H,0.0073350222495201615
5590,1018294,2018-05-13 22:15:33.656023,M6G,0.015339105179591535
5591,8331001,2018-05-14 05:06:14.080725,M4P,0.01156407796933057
5592,8102704,2018-05-14 11:56:54.505426,M4C,0.003838312649294303
5593,8185478,2018-05-14 18:47:34.930127,M4B,<0.00005
5594,8289084,2018-05-15 01:38:15.354829,M1S,0.000894715381800323
5595,3724459,2018-05-15 08:28:55.779530,M5V,<0.00005
5596,1627370,2018-05-15 15:19:36.204231,M4N,0.01517313383590712
5597,1671007,2018-05-15 22:10:16.628933,M5G,0.00714694887050891
5598,7858033,2018-05-16 05:00:57.053634,M9P,<0.00005
5599,6033126,2018-05-16 11:51:37.478336,M5T,0.003359962553307551
5600,6070637,2018-05-16 18:42:17.903037,M1J,0.0029718884557496258
5601,6425267,2018-05-17 01:32:58.327738,M1M,0.0
5602,8867674,2018-05-17 08:23:38.752440,M1T,<0.00005
5603,9109074,2018-05-17 15:14:19.177141,M8X,0.009083252899468576
5604,6104993,2018-05-17 22:04:59.601842,M1H,0.007716430777486523
5605,6311940,2018-05-18 04:55:40.026544,M2R,0.007737037136067449
5606,9665782,2018-05-18 11:46:20.451245,M3A,0.008536564173815042
5607,9422354,2018-05-18 18:37:00.875947,M5N,0.005924625544397598
5608,6321294,2018-05-19 01:27:41.300648,M1L,0.0037097744100095466
5609,3428451,2018-05-19 08:18:21.725349,M6E,0.005195912311226398
5610,7633601,2018-05-19 15:09:02.150051,M4C,0.006420108275150171
5611,7750513,2018-05-19 21:59:42.574752,M1K,0.006680416938413858
5612,3338673,2018-05-20 04:50:22.999454,M1R,<0.00005
5613,9735096,2018-05-20 11:41:03.424155,M1R,<0.00005
5614,9999153,2018-05-20 18:31:43.848856,M6C,0.002783412041443571
5615,1147584,2018-05-21 01:22:24.273558,M1W,0.0
5616,6300023,2018-05-21 08:13:04.698259,M6R,<0.00005
5617,5489374,2018-05-21 15:03:45.122960,M4B,<0.00005
5618,1374478,2018-05-21 21:54:25.547662,M1N,0.012916827369567969
5619,5275576,2018-05-22 04:45:05.972363,M1V,0.006893219489466463
5620,1843002,2018-05-22 11:35:46.397065,M9L,0.004189579274281962
5621,6566031,2018-05-22 18:26:26.821766,M5P,<0.00005
5622,4420393,2018-05-23 01:17:07.246467,M9P,0.011948939112556147
5623,3282917,2018-05-23 08:07:47.671169,M3A,0.0
5624,8480176,2018-05-23 14:58:28.095870,M3L,9.687600677500165e-05
5625,7158910,2018-05-23 21:49:08.520571,M4B,0.006612832244454403
5626,6920642,2018-05-24 04:39:48.945273,M3N,0.0
5627,3648360,2018-05-24 11:30:29.369974,M3H,0.004753586151239771
5628,2154078,2018-05-24 18:21:09.794676,M5P,0.0028807770253868313
5629,1932759,2018-05-25 01:11:50.219377,M2M,0.006733548638691517
5630,7179626,2018-05-25 08:02:30.644078,M6H,<0.00005
5631,1177331,2018-05-25 14:53:11.068780,M3C,<0.00005
5632,4022124,2018-05-25 21:43:51.493481,M6R,0.0
5633,3720217,2018-05-26 04:34:31.918183,M4B,<0.00005
5634,8717449,2018-05-26 11:25:12.342884,M4L,<0.00005
5635,5384905,2018-05-26 18:15:52.767585,M3H,<0.00005
5636,3178804,2018-05-27 01:06:33.192287,M6L,0.0008851477825058372
5637,2006073,2018-05-27 07:57:13.616988,M2P,0.004287209706637814
5638,3567666,2018-05-27 14:47:54.041689,M3K,<0.00005
5639,6109699,2018-05-27 21:38:34.466391,M5H,0.006415990585922333
5640,1518642,2018-05-28 04:29:14.891092,M9P,<0.00005
5641,4387288,2018-05-28 11:19:55.315794,M6P,<0.00005
5642,2604271,2018-05-28 18:10:35.740495,M6C,0.004146787281739039
5643,5917167,2018-05-29 01:01:16.165196,M3N,<0.00005
5644,9594808,2018-05-29 07:51:56.589898,M4R,0.003916353351692873
5645,6924308,2018-05-29 14:42:37.014599,M5N,0.0
5646,2708456,2018-05-29 21:33:17.439300,M1G,0.011992927490536154
5647,9269515,2018-05-30 04:23:57.864002,M1W,<0.00005
5648,6720455,2018-05-30 11:14:38.288703,M6S,0.012139006456739185
5649,8887789,2018-05-30 18:05:18.713405,M2L,<0.00005
5650,5407128,2018-05-31 00:55:59.138106,M6H,0.0
5651,5275196,2018-05-31 07:46:39.562807,M3M,0.006001548297679229
5652,7524442,2018-05-31 14:37:19.987509,M9C,0.0035616150880141183
5653,3037157,2018-05-31 21:28:00.412210,M1K,0.0
5654,1910737,2018-06-01 04:18:40.836912,M9M,<0.00005
5655,7736421,2018-06-01 11:09:21.261613,M3A,<0.00005
5656,4854119,2018-06-01 18:00:01.686314,M1M,0.010110428251678162
5657,9734993,2018-06-02 00:50:42.111016,M1N,0.005273121933087105
5658,3533277,2018-06-02 07:41:22.535717,M6K,0.005044500332815839
5659,7330624,2018-06-02 14:32:02.960418,M6A,0.017506409039919874
5660,8310292,2018-06-02 21:22:43.385120,M6M,0.0
5661,3781722,2018-06-03 04:13:23.809821,M6K,0.009691364049622541
5662,6282238,2018-06-03 11:04:04.234523,M1X,0.009140739545967475
5663,2719277,2018-06-03 17:54:44.659224,M3C,0.011458238497124022
5664,9484273,2018-06-04 00:45:25.083925,M2K,<0.00005
5665,5648968,2018-06-04 07:36:05.508627,M1J,0.003671854228852761
5666,6887388,2018-06-04 14:26:45.933328,M6S,0.002461395077208421
5667,7512514,2018-06-04 21:17:26.358030,M2M,0.00029963761766242745
5668,7454828,2018-06-05 04:08:06.782731,M4W,<0.00005
5669,5762097,2018-06-05 10:58:47.207432,M5E,0.005307462309983113
5670,2934995,2018-06-05 17:49:27.632134,M5H,0.009746035746122317
5671,6453104,2018-06-06 00:40:08.056835,M6E,0.005767452434047584
5672,9206645,2018-06-06 07:30:48.481536,M1T,<0.00005
5673,7408077,2018-06-06 14:21:28.906238,M6B,0.0016903660456001786
5674,5577665,2018-06-06 21:12:09.330939,M1V,<0.00005
5675,1196117,2018-06-07 04:02:49.755641,M4J,0.006727025155806908
5676,9384306,2018-06-07 10:53:30.180342,M6J,0.007146087275716898
5677,6215268,2018-06-07 17:44:10.605043,M2L,0.0
5678,9599037,2018-06-08 00:34:51.029745,M3L,0.004166113777497202
5679,2091160,2018-06-08 07:25:31.454446,M4K,0.005046663997794394
5680,1979722,2018-06-08 14:16:11.879147,M9B,0.003823599368879342
5681,8811910,2018-06-08 21:06:52.303849,M4S,0.008502504018978209
5682,4106050,2018-06-09 03:57:32.728550,M4X,0.0013985052885284064
5683,5813003,2018-06-09 10:48:13.153252,M5T,0.004385990421825108
5684,1339185,2018-06-09 17:38:53.577953,M6L,0.003202299221234917
5685,1392187,2018-06-10 00:29:34.002654,M9C,<0.00005
5686,4160622,2018-06-10 07:20:14.427356,M6C,0.011942655976921922
5687,8303360,2018-06-10 14:10:54.852057,M6K,0.005040753432966298
5688,9550351,2018-06-10 21:01:35.276759,M4Y,0.004803079101988448
5689,8761973,2018-06-11 03:52:15.701460,M5M,0.003977545104502111
5690,4091582,2018-06-11 10:42:56.126161,M1G,0.0013572543735564102
5691,7840490,2018-06-11 17:33:36.550863,M2M,<0.00005
5692,8688552,2018-06-12 00:24:16.975564,M3J,<0.00005
5693,8555411,2018-06-12 07:14:57.400265,M4B,<0.00005
5694,6149817,2018-06-12 14:05:37.824967,M4J,0.00841243152580005
5695,5083792,2018-06-12 20:56:18.249668,M4T,0.009093282698266168
5696,6838502,2018-06-13 03:46:58.674370,M1T,0.0027342222938430446
5697,4722940,2018-06-13 10:37:39.099071,M3L,0.00994169275010421
5698,2082234,2018-06-13 17:28:19.523772,M9C,0.00888161607539228
5699,8193074,2018-06-14 00:18:59.948474,M1V,0.0046523438131309105
5700,3763615,2018-06-14 07:09:40.373175,M3M,<0.00005
5701,4104305,2018-06-14 14:00:20.797876,M8Y,0.0031333076522812005
5702,1861935,2018-06-14 20:51:01.222578,M2H,<0.00005
5703,9903393,2018-06-15 03:41:41.647279,M1J,0.004583411099308269
5704,2365006,2018-06-15 10:32:22.071981,M5S,0.0092625627346439
5705,3516940,2018-06-15 17:23:02.496682,M3H,0.005306801226996591
5706,5172400,2018-06-16 00:13:42.921383,M5N,0.012842577840270517
5707,5644515,2018-06-16 07:04:23.346085,M5J,0.001407326064967291
5708,7835597,2018-06-16 13:55:03.770786,M3C,<0.00005
5709,2389930,2018-06-16 20:45:44.195488,M6P,<0.00005
5710,4258566,2018-06-17 03:36:24.620189,M6R,0.0011879422859318325
5711,2016851,2018-06-17 10:27:05.044890,M5E,0.0061690193324963494
5712,8474935,2018-06-17 17:17:45.469592,M5R,0.0034228102849323296
5713,8745684,2018-06-18 00:08:25.894293,M6J,0.007166758581635711
5714,1695322,2018-06-18 06:59:06.318994,M8Y,0.0023072192428045756
5715,5697446,2018-06-18 13:49:46.743696,M1S,<0.00005
5716,2758141,2018-06-18 20:40:27.168397,M5M,0.0037105695552045207
5717,1971290,2018-06-19 03:31:07.593099,M8V,0.010523846335514325
5718,5338916,2018-06-19 10:21:48.017800,M1V,<0.00005
5719,2702298,2018-06-19 17:12:28.442501,M6K,0.01208619105790098
5720,3678068,2018-06-20 00:03:08.867203,M1R,<0.00005
5721,6704421,2018-06-20 06:53:49.291904,M4J,0.002321867073645269
5722,8861827,2018-06-20 13:44:29.716606,M9R,0.0
5723,6612311,2018-06-20 20:35:10.141307,M1J,0.0
5724,3251074,2018-06-21 03:25:50.566008,M5J,<0.00005
5725,6649077,2018-06-21 10:16:30.990710,M5K,0.011747637766933702
5726,1823381,2018-06-21 17:07:11.415411,M6S,<0.00005
5727,8228087,2018-06-21 23:57:51.840112,M8Z,0.006559291799252329
5728,9703095,2018-06-22 06:48:32.264814,M4V,<0.00005
5729,3347202,2018-06-22 13:39:12.689515,M5R,0.009333553731639292
5730,5718328,2018-06-22 20:29:53.114217,M4X,<0.00005
5731,7050154,2018-06-23 03:20:33.538918,M3C,<0.00005
5732,1980597,2018-06-23 10:11:13.963619,M4M,0.0031066097449879947
5733,7305247,2018-06-23 17:01:54.388321,M1R,0.006463140051147148
5734,2210606,2018-06-23 23:52:34.813022,M6L,0.0010189602030636529
5735,7842976,2018-06-24 06:43:15.237723,M4E,0.0041399803583544005
5736,1085791,2018-06-24 13:33:55.662425,M3H,0.003338466732019291
5737,3779508,2018-06-24 20:24:36.087126,M3A,0.004187773562199577
5738,5220933,2018-06-25 03:15:16.511828,M8V,0.0
5739,1785695,2018-06-25 10:05:56.936529,M2K,<0.00005
5740,9593754,2018-06-25 16:56:37.361230,M6L,0.008436246525166679
5741,2513682,2018-06-25 23:47:17.785932,M2L,0.008975541908405474
5742,4626336,2018-06-26 06:37:58.210633,M5H,<0.00005
5743,7213220,2018-06-26 13:28:38.635335,M5B,0.007034329706598641
5744,4082280,2018-06-26 20:19:19.060036,M2K,0.010272860809759341
5745,3246594,2018-06-27 03:09:59.484737,M9B,<0.00005
5746,8007328,2018-06-27 10:00:39.909439,M5V,<0.00005
5747,8450792,2018-06-27 16:51:20.334140,M1H,0.007527255797333895
5748,3710191,2018-06-27 23:42:00.758841,M6R,0.007955713731990426
5749,1731252,2018-06-28 06:32:41.183543,M3L,0.0
5750,9581456,2018-06-28 13:23:21.608244,M3B,<0.00005
5751,1928477,2018-06-28 20:14:02.032946,M6A,0.00013939426484453534
5752,4741997,2018-06-29 03:04:42.457647,M8V,0.013633329254764896
5753,3736481,2018-06-29 09:55:22.882348,M6A,0.0
5754,8839038,2018-06-29 16:46:03.307050,M9B,0.009561150718813369
5755,1286911,2018-06-29 23:36:43.731751,M3N,0.0035411531817695855
5756,9558374,2018-06-30 06:27:24.156453,M4J,<0.00005
5757,5148132,2018-06-30 13:18:04.581154,M6B,0.004417222295658599
5758,8875338,2018-06-30 20:08:45.005855,M4T,0.007004988063218344
5759,9667779,2018-07-01 02:59:25.430557,M5H,0.004872327173415301
5760,7440334,2018-07-01 09:50:05.855258,M9L,0.01088958569648992
5761,3305936,2018-07-01 16:40:46.279959,M6N,<0.00005
5762,9108339,2018-07-01 23:31:26.704661,M8V,0.0
5763,9159709,2018-07-02 06:22:07.129362,M4X,0.006088133508349278
5764,2721500,2018-07-02 13:12:47.554064,M6G,0.005631445131094193
5765,1083713,2018-07-02 20:03:27.978765,M6K,<0.00005
5766,9764860,2018-07-03 02:54:08.403466,M3C,0.007560831198377003
5767,2054507,2018-07-03 09:44:48.828168,M1E,0.007953715125873504
5768,3171236,2018-07-03 16:35:29.252869,M5N,0.003909275892182359
5769,4567046,2018-07-03 23:26:09.677570,M4E,0.0
5770,3684315,2018-07-04 06:16:50.102272,M4V,0.0
5771,1194381,2018-07-04 13:07:30.526973,M4B,<0.00005
5772,8410110,2018-07-04 19:58:10.951675,M6L,0.0028294056744068413
5773,8543602,2018-07-05 02:48:51.376376,M6L,<0.00005
5774,9660713,2018-07-05 09:39:31.801077,M5V,<0.00005
5775,4479220,2018-07-05 16:30:12.225779,M3N,0.000668274309126516
5776,5962220,2018-07-05 23:20:52.650480,M1X,0.008776376948996783
5777,5232525,2018-07-06 06:11:33.075182,M5R,0.001984526091419113
5778,4689351,2018-07-06 13:02:13.499883,M4P,0.008458690438645363
5779,5808114,2018-07-06 19:52:53.924584,M5H,<0.00005
5780,2465926,2018-07-07 02:43:34.349286,M5T,0.010156625658604701
5781,6290040,2018-07-07 09:34:14.773987,M2L,<0.00005
5782,8497395,2018-07-07 16:24:55.198688,M6G,<0.00005
5783,9875420,2018-07-07 23:15:35.623390,M8V,0.0001571593887715961
5784,9206880,2018-07-08 06:06:16.048091,M2H,0.0
5785,4132997,2018-07-08 12:56:56.472793,M4P,0.009268849958124374
5786,5991778,2018-07-08 19:47:36.897494,M9V,<0.00005
5787,3230130,2018-07-09 02:38:17.322195,M4K,0.007999013179164538
5788,6573646,2018-07-09 09:28:57.746897,M3H,<0.00005
5789,8615303,2018-07-09 16:19:38.171598,M8W,0.007150278746475407
5790,8388909,2018-07-09 23:10:18.596299,M1H,0.007288463623229232
5791,9738804,2018-07-10 06:00:59.021001,M9N,0.0023972761514492657
5792,1617634,2018-07-10 12:51:39.445702,M8W,0.0028557516097956737
5793,5779931,2018-07-10 19:42:19.870404,M5A,0.006830978553687835
5794,3124078,2018-07-11 02:33:00.295105,M1L,0.0058562115148005885
5795,5435898,2018-07-11 09:23:40.719806,M1C,0.006354495249737017
5796,3492391,2018-07-11 16:14:21.144508,M9N,<0.00005
5797,1038304,2018-07-11 23:05:01.569209,M6J,<0.00005
5798,8779974,2018-07-12 05:55:41.993911,M3J,0.011293175050527397
5799,4327100,2018-07-12 12:46:22.418612,M4A,<0.00005
5800,4519476,2018-07-12 19:37:02.843313,M6N,<0.00005
5801,6056150,2018-07-13 02:27:43.268015,M3H,0.0025085973575463246
5802,8651342,2018-07-13 09:18:23.692716,M3C,<0.00005
5803,9576812,2018-07-13 16:09:04.117417,M6L,0.0
5804,7505800,2018-07-13 22:59:44.542119,M8W,0.006982368568667426
5805,1145553,2018-07-14 05:50:24.966820,M6G,0.010703097552133164
5806,8600688,2018-07-14 12:41:05.391522,M2L,<0.00005
5807,3193877,2018-07-14 19:31:45.816223,M9A,<0.00005
5808,5914001,2018-07-15 02:22:26.240924,M5V,0.003632466465388018
5809,1327491,2018-07-15 09:13:06.665626,M9C,0.005055257875250944
5810,7906989,2018-07-15 16:03:47.090327,M2H,<0.00005
5811,1015841,2018-07-15 22:54:27.515028,M1R,<0.00005
5812,4945482,2018-07-16 05:45:07.939730,M9P,0.004092456028788654
5813,1078574,2018-07-16 12:35:48.364431,M6R,0.005181198555946865
5814,8832261,2018-07-16 19:26:28.789133,M4N,0.0016166610045104989
5815,9384993,2018-07-17 02:17:09.213834,M9B,0.00745784184783008
5816,2926646,2018-07-17 09:07:49.638535,M2H,<0.00005
5817,6374075,2018-07-17 15:58:30.063237,M2J,0.00877266583378647
5818,6524554,2018-07-17 22:49:10.487938,M1B,0.008816260543778869
5819,1335400,2018-07-18 05:39:50.912640,M4S,0.00877971046201173
5820,3689225,2018-07-18 12:30:31.337341,M6R,<0.00005
5821,6182306,2018-07-18 19:21:11.762042,M6A,<0.00005
5822,6652609,2018-07-19 02:11:52.186744,M3J,<0.00005
5823,6951539,2018-07-19 09:02:32.611445,M4J,0.012209167272444262
5824,6548736,2018-07-19 15:53:13.036146,M4R,0.007390114211487347
5825,8272925,2018-07-19 22:43:53.460848,M1X,<0.00005
5826,7340396,2018-07-20 05:34:33.885549,M5G,0.0
5827,4800197,2018-07-20 12:25:14.310251,M1M,<0.00005
5828,7836117,2018-07-20 19:15:54.734952,M5K,0.009592721153839646
5829,5463523,2018-07-21 02:06:35.159653,M4N,0.0
5830,7678090,2018-07-21 08:57:15.584355,M5R,0.005014114099623219
5831,6368549,2018-07-21 15:47:56.009056,M3L,0.005028619252597837
5832,3949196,2018-07-21 22:38:36.433758,M5B,0.0
5833,5194925,2018-07-22 05:29:16.858459,M1R,0.0
5834,5556237,2018-07-22 12:19:57.283160,M9B,0.009664564229371475
5835,5899264,2018-07-22 19:10:37.707862,M6S,0.00511980849366204
5836,3427877,2018-07-23 02:01:18.132563,M3K,<0.00005
5837,4147857,2018-07-23 08:51:58.557264,M5G,0.0
5838,1225629,2018-07-23 15:42:38.981966,M1N,<0.00005
5839,2616439,2018-07-23 22:33:19.406667,M6R,0.0
5840,2541401,2018-07-24 05:23:59.831369,M9M,0.002921737606050782
5841,3726369,2018-07-24 12:14:40.256070,M5K,6.904063348654125e-05
5842,3126580,2018-07-24 19:05:20.680771,M6G,0.0
5843,6663806,2018-07-25 01:56:01.105473,M4E,0.008779200933270764
5844,9914800,2018-07-25 08:46:41.530174,M6E,0.0025474083354103854
5845,5150862,2018-07-25 15:37:21.954875,M4V,0.01175514211709451
5846,7198986,2018-07-25 22:28:02.379577,M9M,<0.00005
5847,8114638,2018-07-26 05:18:42.804278,M5V,0.0
5848,7182765,2018-07-26 12:09:23.228980,M6N,0.0055593468991331834
5849,9022074,2018-07-26 19:00:03.653681,M5H,0.0
5850,4693212,2018-07-27 01:50:44.078382,M6G,0.0035947417074851384
5851,2074157,2018-07-27 08:41:24.503084,M4B,<0.00005
5852,9718443,2018-07-27 15:32:04.927785,M6R,0.0017601625698287823
5853,9716038,2018-07-27 22:22:45.352487,M3C,0.016486931323385287
5854,4936815,2018-07-28 05:13:25.777188,M4M,0.004855118769413159
5855,5706068,2018-07-28 12:04:06.201889,M5T,0.001257013782869402
5856,2852019,2018-07-28 18:54:46.626591,M5B,0.0033250739881698346
5857,7036702,2018-07-29 01:45:27.051292,M5T,<0.00005
5858,6528260,2018-07-29 08:36:07.475993,M6J,<0.00005
5859,6512179,2018-07-29 15:26:47.900695,M4R,0.0074981750931168555
5860,3064609,2018-07-29 22:17:28.325396,M2M,0.0011357917646216604
5861,3323057,2018-07-30 05:08:08.750098,M1P,0.00469261519451033
5862,4041419,2018-07-30 11:58:49.174799,M3B,<0.00005
5863,8295204,2018-07-30 18:49:29.599500,M4R,0.00663691340040688
5864,4757448,2018-07-31 01:40:10.024202,M2J,0.0
5865,8406084,2018-07-31 08:30:50.448903,M5J,0.0076252046686177445
5866,9846214,2018-07-31 15:21:30.873605,M2K,0.0013520281842769452
5867,5394620,2018-07-31 22:12:11.298306,M5S,0.011383116844344641
5868,1056032,2018-08-01 05:02:51.723007,M1H,<0.00005
5869,7545226,2018-08-01 11:53:32.147709,M3M,<0.00005
5870,9110704,2018-08-01 18:44:12.572410,M1L,0.006234897536960218
5871,7888976,2018-08-02 01:34:52.997111,M3K,0.0
5872,2716951,2018-08-02 08:25:33.421813,M3N,0.0005038973872646367
5873,1639206,2018-08-02 15:16:13.846514,M2N,0.005330155981684364
5874,8749605,2018-08-02 22:06:54.271216,M6B,<0.00005
5875,7491685,2018-08-03 04:57:34.695917,M1P,<0.00005
5876,3390549,2018-08-03 11:48:15.120618,M9N,<0.00005
5877,3862700,2018-08-03 18:38:55.545320,M4M,0.009743304238120764
5878,5180434,2018-08-04 01:29:35.970021,M6K,0.004073468003966298
5879,1536606,2018-08-04 08:20:16.394722,M5B,0.0028503635533564994
5880,4067852,2018-08-04 15:10:56.819424,M4C,0.0
5881,4136521,2018-08-04 22:01:37.244125,M6E,<0.00005
5882,5007193,2018-08-05 04:52:17.668827,M8Z,<0.00005
5883,2367438,2018-08-05 11:42:58.093528,M3B,0.007537055220311135
5884,1278223,2018-08-05 18:33:38.518229,M5J,<0.00005
5885,2634264,2018-08-06 01:24:18.942931,M1B,<0.00005
5886,1007363,2018-08-06 08:14:59.367632,M9R,<0.00005
5887,8121875,2018-08-06 15:05:39.792334,M1S,0.003451471988007061
5888,2861000,2018-08-06 21:56:20.217035,M4J,0.007313352905886115
5889,3879743,2018-08-07 04:47:00.641736,M1P,0.0007140194495278045
5890,2586994,2018-08-07 11:37:41.066438,M3K,<0.00005
5891,1876271,2018-08-07 18:28:21.491139,M5R,<0.00005
5892,6902164,2018-08-08 01:19:01.915840,M4C,<0.00005
5893,6205501,2018-08-08 08:09:42.340542,M2M,<0.00005
5894,2287709,2018-08-08 15:00:22.765243,M2R,<0.00005
5895,2639876,2018-08-08 21:51:03.189945,M1T,<0.00005
5896,4273645,2018-08-09 04:41:43.614646,M4A,0.007385320458966069
5897,9587353,2018-08-09 11:32:24.039347,M2H,<0.00005
5898,4687791,2018-08-09 18:23:04.464049,M5K,0.009572978349776131
5899,6966300,2018-08-10 01:13:44.888750,M4E,0.009496472491660756
5900,7815604,2018-08-10 08:04:25.313451,M3M,<0.00005
5901,7464367,2018-08-10 14:55:05.738153,M5S,0.0033769201872884836
5902,1642722,2018-08-10 21:45:46.162854,M9V,0.0039638904856396226
5903,6732712,2018-08-11 04:36:26.587556,M8Z,0.012862386192210511
5904,7369809,2018-08-11 11:27:07.012257,M4M,0.005614386054783577
5905,9915048,2018-08-11 18:17:47.436958,M1K,0.00027931887371769083
5906,3469288,2018-08-12 01:08:27.861660,M5C,0.004991048766105425
5907,2789223,2018-08-12 07:59:08.286361,M4X,0.008433576778125366
5908,6813096,2018-08-12 14:49:48.711063,M1S,<0.00005
5909,9777620,2018-08-12 21:40:29.135764,M5S,0.007855435165858037
5910,4156938,2018-08-13 04:31:09.560465,M3N,0.008826381903309404
5911,6736648,2018-08-13 11:21:49.985167,M9C,<0.00005
5912,8074267,2018-08-13 18:12:30.409868,M4B,<0.00005
5913,4725128,2018-08-14 01:03:10.834569,M1J,<0.00005
5914,8604594,2018-08-14 07:53:51.259271,M3J,0.0
5915,4184209,2018-08-14 14:44:31.683972,M4C,0.006226636735867286
5916,9215469,2018-08-14 21:35:12.108674,M6B,0.009832622422777422
5917,6656719,2018-08-15 04:25:52.533375,M1R,0.0035763066009003273
5918,2860531,2018-08-15 11:16:32.958076,M5G,<0.00005
5919,1593808,2018-08-15 18:07:13.382778,M4A,0.0
5920,2362162,2018-08-16 00:57:53.807479,M4J,<0.00005
5921,7324407,2018-08-16 07:48:34.232181,M4X,<0.00005
5922,5118148,2018-08-16 14:39:14.656882,M8W,0.004425421990918936
5923,5099039,2018-08-16 21:29:55.081583,M1J,<0.00005
5924,6536164,2018-08-17 04:20:35.506285,M1H,<0.00005
5925,8053379,2018-08-17 11:11:15.930986,M3N,0.008950006678555864
5926,9297223,2018-08-17 18:01:56.355687,M3M,<0.00005
5927,4593649,2018-08-18 00:52:36.780389,M8V,<0.00005
5928,7527702,2018-08-18 07:43:17.205090,M2H,<0.00005
5929,8091679,2018-08-18 14:33:57.629792,M4R,0.009472184173493832
5930,7708779,2018-08-18 21:24:38.054493,M5N,0.00501382753874341
5931,8575992,2018-08-19 04:15:18.479194,M3L,0.0008560091503009501
5932,9547040,2018-08-19 11:05:58.903896,M4V,0.007400465686131641
5933,4322181,2018-08-19 17:56:39.328597,M2M,0.0
5934,4725962,2018-08-20 00:47:19.753298,M3M,0.005578104381730335
5935,1570037,2018-08-20 07:38:00.178000,M3L,0.00016914878346251452
5936,6601427,2018-08-20 14:28:40.602701,M1C,<0.00005
5937,1062706,2018-08-20 21:19:21.027403,M9C,<0.00005
5938,1114096,2018-08-21 04:10:01.452104,M1G,0.008145724707660798
5939,7468290,2018-08-21 11:00:41.876805,M5P,0.002309413658378998
5940,1184238,2018-08-21 17:51:22.301507,M3M,<0.00005
